A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,model,dependent_var
mmlu_distractors_partial_truths,mmlu_distractors_plausible_alternatives,4.588307973543803,26.43704491297404,-21.84873693943024,8.876617932708431,-2.4613807989777654,0.1368714603013521,-0.16368045467175898,gpt-3.5-turbo,response_time
mmlu_distractors_partial_truths,mmlu_distractors_semantic_confounders,4.588307973543803,0.5645411570866903,4.023766816457113,8.876617932708431,0.4532995389640908,0.9975986449102641,0.11573590239767187,gpt-3.5-turbo,response_time
mmlu_distractors_partial_truths,mmlu_distractors_syntax_manipulations,4.588307973543803,0.5919054969151815,3.9964024766286217,8.876617932708431,0.4502167950591561,0.9976756344620291,0.1149478112010343,gpt-3.5-turbo,response_time
mmlu_distractors_partial_truths,original,4.588307973543803,0.6636323674519857,3.9246756060918173,8.876617932708431,0.4421363672339924,0.9978684189927071,0.11288373083309805,gpt-3.5-turbo,response_time
mmlu_distractors_plausible_alternatives,mmlu_distractors_semantic_confounders,26.43704491297404,0.5645411570866903,25.87250375588735,8.876617932708431,2.9146803379418564,0.0423294269713661,0.20075248672087445,gpt-3.5-turbo,response_time
mmlu_distractors_plausible_alternatives,mmlu_distractors_syntax_manipulations,26.43704491297404,0.5919054969151815,25.84513941605886,8.876617932708431,2.9115975940369214,0.042705231904617835,0.20054003056912326,gpt-3.5-turbo,response_time
mmlu_distractors_plausible_alternatives,original,26.43704491297404,0.6636323674519857,25.773412545522056,8.876617932708431,2.903517166211758,0.04370382419031538,0.19998335007746004,gpt-3.5-turbo,response_time
mmlu_distractors_semantic_confounders,mmlu_distractors_syntax_manipulations,0.5645411570866903,0.5919054969151815,-0.02736433982849118,8.876617932708431,-0.0030827439049347233,0.9999999999999635,-0.06263524435007849,gpt-3.5-turbo,response_time
mmlu_distractors_semantic_confounders,original,0.5645411570866903,0.6636323674519857,-0.09909121036529545,8.876617932708431,-0.01116317173009842,0.9999999999756259,-0.2149255621824669,gpt-3.5-turbo,response_time
mmlu_distractors_syntax_manipulations,original,0.5919054969151815,0.6636323674519857,-0.07172687053680427,8.876617932708431,-0.008080427825163697,0.9999999999954742,-0.14834697534959557,gpt-3.5-turbo,response_time
